lat,lng,province,province_id,region,region_id,month,season,hazard_type,hazard_type_id,base_flood_risk,base_landslide_risk,base_storm_risk,seasonal_multiplier,risk_level
17.729722,107.031843,Quảng Bình,28,central,1,11,1,storm,2,5,4,5,0.8,4
21.076893,103.598252,Sơn La,6,north,0,8,2,flood,0,3,5,2,0.8,3
10.920753,105.887133,Tây Ninh,46,south,3,4,0,landslide,1,2,1,1,0.3,1
21.006846,105.994853,Bắc Giang,17,north,0,6,2,storm,2,3,2,2,0.5,1
11.171725,106.28418,Tây Ninh,46,south,3,11,1,flood,0,2,1,1,0.9,2
11.151874,106.312758,TP.HCM,44,south,3,9,2,storm,2,4,1,2,0.9,2
20.730789,106.011463,Thái Bình,21,north,0,5,1,flood,0,4,1,3,0.5,2
21.130752,105.998722,Hà Nội,0,north,0,3,0,storm,2,3,1,2,0.1,1
21.075297,105.705286,Phú Thọ,15,north,0,2,0,storm,2,3,2,2,0.1,1
12.641928,109.322013,Phú Yên,35,central,1,3,0,storm,2,4,2,4,0.1,1
19.763866,105.48371,Ninh Bình,24,north,0,4,0,landslide,1,4,2,2,0.3,1
14.016729,108.093057,Kon Tum,39,highlands,2,4,0,landslide,1,3,4,2,0.3,1
10.107929,106.424048,Tiền Giang,51,south,3,5,1,flood,0,4,1,2,0.5,2
11.607025,106.410317,Bình Dương,47,south,3,8,2,landslide,1,3,1,1,0.8,1
13.007691,109.512823,Phú Yên,35,central,1,4,0,landslide,1,4,2,4,0.3,1
10.215545,105.194335,An Giang,56,south,3,12,1,flood,0,5,1,1,0.5,3
21.207439,106.446134,Bắc Giang,17,north,0,8,2,flood,0,3,2,2,0.8,3
20.204604,106.65523,Nam Định,23,north,0,11,1,flood,0,4,1,3,0.9,4
20.964072,105.756388,Hà Nam,22,north,0,11,1,flood,0,3,1,2,0.9,3
8.807006,105.39765,Bạc Liêu,61,south,3,6,2,landslide,1,4,1,2,0.6,1
13.940811,108.228909,Kon Tum,39,highlands,2,8,2,landslide,1,3,4,2,0.8,4
12.220097,106.949848,Bình Phước,45,south,3,7,2,landslide,1,2,2,1,0.7,1
14.208882,107.554289,Kon Tum,39,highlands,2,11,1,landslide,1,3,4,2,0.8,3
11.376282,106.693621,Bình Dương,47,south,3,5,1,flood,0,3,1,1,0.5,2
20.110324,105.743702,Thanh Hóa,25,central,1,8,2,landslide,1,5,3,4,0.8,2
11.101838,105.826102,Tây Ninh,46,south,3,8,2,storm,2,2,1,1,0.7,1
10.052002,106.197163,Sóc Trăng,60,south,3,9,2,storm,2,4,1,2,0.9,2
21.011365,105.748056,Hòa Bình,8,north,0,2,0,landslide,1,3,4,2,0.2,1
21.529898,103.39917,Điện Biên,5,north,0,12,1,flood,0,3,4,1,0.5,2
9.873818,106.273924,Trà Vinh,53,south,3,4,0,storm,2,4,1,2,0.2,1
10.801208,105.224979,An Giang,56,south,3,8,2,landslide,1,5,1,1,0.8,1
12.735615,108.335621,Đắk Lắk,41,highlands,2,4,0,storm,2,3,3,2,0.2,1
10.060179,105.888037,Hậu Giang,59,south,3,11,1,landslide,1,4,1,1,0.8,1
13.827772,108.207048,Gia Lai,40,highlands,2,7,2,flood,0,3,3,2,0.7,2
21.920913,106.088485,Bắc Kạn,12,north,0,5,1,flood,0,3,4,2,0.5,1
9.419252,105.581741,Hậu Giang,59,south,3,1,0,landslide,1,4,1,1,0.3,1
10.762903,106.904995,Bà Rịa-Vũng Tàu,49,south,3,1,0,landslide,1,3,1,2,0.3,1
13.924156,108.461265,Kon Tum,39,highlands,2,2,0,landslide,1,3,4,2,0.2,1
11.385306,106.518505,Bình Phước,45,south,3,4,0,flood,0,2,2,1,0.3,1
11.200747,106.530242,Tây Ninh,46,south,3,10,2,storm,2,2,1,1,1.0,1
9.773072,105.511076,Hậu Giang,59,south,3,9,2,landslide,1,4,1,1,1.0,1
11.788046,108.004711,Đắk Nông,42,highlands,2,9,2,flood,0,3,4,2,1.0,3
21.810149,105.381239,Bắc Kạn,12,north,0,2,0,flood,0,3,4,2,0.2,1
21.112969,105.049458,Vĩnh Phúc,16,north,0,8,2,landslide,1,2,1,2,0.8,1
17.607212,106.75402,Quảng Bình,28,central,1,1,0,flood,0,5,4,5,0.3,1
20.422241,107.008628,Hải Phòng,1,north,0,3,0,landslide,1,4,1,3,0.2,1
10.18101,106.26222,Trà Vinh,53,south,3,12,1,landslide,1,4,1,2,0.4,1
11.166673,107.880633,Bình Thuận,38,central,1,5,1,landslide,1,3,2,3,0.5,1
10.189346,105.67363,Cần Thơ,58,south,3,7,2,flood,0,4,1,1,0.7,3
9.863389,105.489766,Cần Thơ,58,south,3,8,2,storm,2,4,1,1,0.7,1
15.81839,108.175375,Quảng Nam,32,central,1,1,0,landslide,1,5,4,5,0.3,1
21.82662,106.566845,Lạng Sơn,10,north,0,12,1,flood,0,3,3,2,0.5,1
11.600215,105.908616,Tây Ninh,46,south,3,2,0,landslide,1,2,1,1,0.2,1
9.296606,105.250082,Hậu Giang,59,south,3,8,2,storm,2,4,1,1,0.7,1
10.305586,106.198382,Tiền Giang,51,south,3,7,2,storm,2,4,1,2,0.6,2
14.443097,107.822517,Gia Lai,40,highlands,2,11,1,flood,0,3,3,2,0.9,2
20.963789,103.979247,Sơn La,6,north,0,7,2,flood,0,3,5,2,0.7,2
9.547505,105.169496,Cà Mau,62,south,3,12,1,storm,2,4,1,2,0.4,1
17.79176,106.122917,Quảng Bình,28,central,1,10,2,landslide,1,5,4,5,1.0,4
11.842674,108.553832,Lâm Đồng,43,highlands,2,9,2,landslide,1,3,4,2,1.0,4
10.644776,106.335873,Bến Tre,52,south,3,3,0,flood,0,4,1,2,0.2,1
11.0758,108.288122,Bình Thuận,38,central,1,10,2,storm,2,3,2,3,1.0,3
20.019253,106.208095,Thanh Hóa,25,central,1,12,1,flood,0,5,3,4,0.5,2
20.614264,106.216894,Hà Nội,0,north,0,9,2,landslide,1,3,1,2,1.0,1
22.123366,104.46973,Lào Cai,3,north,0,4,0,storm,2,4,5,2,0.2,1
17.301006,106.363939,Quảng Bình,28,central,1,3,0,storm,2,5,4,5,0.1,1
10.310055,106.122161,Cần Thơ,58,south,3,3,0,storm,2,4,1,1,0.1,1
11.932987,109.333203,Ninh Thuận,37,central,1,2,0,landslide,1,3,2,3,0.2,1
13.992733,108.459527,Kon Tum,39,highlands,2,2,0,landslide,1,3,4,2,0.2,1
15.232848,109.273147,Quảng Ngãi,33,central,1,9,2,storm,2,5,3,4,0.9,4
14.117712,108.989084,Bình Định,34,central,1,2,0,flood,0,4,3,4,0.2,1
12.928983,109.159593,Phú Yên,35,central,1,3,0,landslide,1,4,2,4,0.2,1
11.275332,109.269364,Ninh Thuận,37,central,1,10,2,landslide,1,3,2,3,1.0,2
22.491221,103.944496,Lai Châu,7,north,0,10,2,storm,2,4,5,1,1.0,1
21.05347,103.434629,Sơn La,6,north,0,11,1,storm,2,3,5,2,0.8,1
15.871587,108.030941,Đà Nẵng,31,central,1,5,1,flood,0,4,2,4,0.5,2
10.268882,106.408467,Tiền Giang,51,south,3,1,0,landslide,1,4,1,2,0.3,1
20.930685,106.335831,Hải Phòng,1,north,0,9,2,storm,2,4,1,3,0.9,3
22.211422,105.939427,Bắc Kạn,12,north,0,9,2,flood,0,3,4,2,1.0,3
10.656151,106.685757,TP.HCM,44,south,3,3,0,flood,0,4,1,2,0.2,1
23.130749,105.435023,Hà Giang,14,north,0,3,0,landslide,1,4,5,1,0.2,1
17.946949,105.852297,Hà Tĩnh,27,central,1,12,1,landslide,1,5,3,5,0.4,1
19.640629,104.826218,Nghệ An,26,central,1,11,1,landslide,1,5,4,4,0.8,3
13.312827,109.51113,Phú Yên,35,central,1,1,0,storm,2,4,2,4,0.2,1
19.043096,104.804309,Nghệ An,26,central,1,7,2,flood,0,5,4,4,0.7,3
12.363346,107.779133,Đắk Lắk,41,highlands,2,9,2,storm,2,3,3,2,0.9,2
10.211011,106.582321,Bến Tre,52,south,3,12,1,storm,2,4,1,2,0.4,1
13.518877,109.325761,Phú Yên,35,central,1,7,2,flood,0,4,2,4,0.7,3
21.262659,106.749056,Hải Dương,19,north,0,8,2,landslide,1,3,1,2,0.8,1
10.84932,106.09053,Long An,50,south,3,12,1,landslide,1,4,1,1,0.4,1
11.838187,108.258502,Lâm Đồng,43,highlands,2,7,2,storm,2,3,4,2,0.6,1
23.115937,104.942454,Hà Giang,14,north,0,7,2,flood,0,4,5,1,0.7,3
10.21417,106.000273,Cần Thơ,58,south,3,5,1,flood,0,4,1,1,0.5,2
20.250078,105.425034,Thanh Hóa,25,central,1,4,0,storm,2,5,3,4,0.2,1
17.164094,106.721915,Quảng Trị,29,central,1,7,2,flood,0,5,4,5,0.7,3
21.031585,107.49322,Quảng Ninh,2,north,0,1,0,storm,2,3,2,3,0.2,1
11.930862,106.316318,Bình Phước,45,south,3,12,1,storm,2,2,2,1,0.4,1
11.50858,106.014502,Bình Dương,47,south,3,12,1,storm,2,3,1,1,0.4,1
10.619458,106.485861,Long An,50,south,3,11,1,flood,0,4,1,1,0.9,4
11.823927,109.303272,Khánh Hòa,36,central,1,3,0,flood,0,4,2,4,0.2,1
10.923279,105.965193,Tiền Giang,51,south,3,10,2,landslide,1,4,1,2,1.0,1
9.685357,104.847922,Kiên Giang,57,south,3,1,0,flood,0,4,1,2,0.3,2
21.303805,106.510739,Hải Phòng,1,north,0,3,0,storm,2,4,1,3,0.1,1
21.045084,107.033444,Hải Phòng,1,north,0,2,0,storm,2,4,1,3,0.1,1
13.513863,109.660406,Bình Định,34,central,1,4,0,flood,0,4,3,4,0.3,1
12.032809,109.176116,Ninh Thuận,37,central,1,8,2,flood,0,3,2,3,0.8,2
16.895581,107.743218,Thừa Thiên Huế,30,central,1,11,1,flood,0,5,4,5,0.9,5
10.875904,107.331413,Đồng Nai,48,south,3,9,2,flood,0,3,1,2,1.0,3
20.8365,107.161724,Hải Phòng,1,north,0,12,1,flood,0,4,1,3,0.5,2
16.349605,107.793064,Đà Nẵng,31,central,1,5,1,flood,0,4,2,4,0.5,2
20.703206,106.325957,Thái Bình,21,north,0,10,2,landslide,1,4,1,3,1.0,1
11.329278,109.160991,Ninh Thuận,37,central,1,3,0,landslide,1,3,2,3,0.2,1
10.85439,105.794063,Đồng Tháp,55,south,3,10,2,storm,2,5,1,1,1.0,1
10.050477,105.384494,Hậu Giang,59,south,3,1,0,landslide,1,4,1,1,0.3,1
9.958566,105.403079,Hậu Giang,59,south,3,1,0,landslide,1,4,1,1,0.3,1
20.656949,105.479229,Ninh Bình,24,north,0,12,1,flood,0,4,2,2,0.5,2
21.568483,106.3959,Bắc Giang,17,north,0,6,2,storm,2,3,2,2,0.5,1
21.969539,103.436454,Lai Châu,7,north,0,6,2,storm,2,4,5,1,0.5,1
10.187995,105.751676,Đồng Tháp,55,south,3,4,0,flood,0,5,1,1,0.3,2
22.438238,103.917242,Lai Châu,7,north,0,7,2,flood,0,4,5,1,0.7,3
22.671473,103.865317,Lai Châu,7,north,0,5,1,landslide,1,4,5,1,0.5,3
10.076825,105.547449,Hậu Giang,59,south,3,2,0,storm,2,4,1,1,0.1,1
20.962592,103.942751,Sơn La,6,north,0,9,2,flood,0,3,5,2,1.0,3
10.296092,106.365198,Bến Tre,52,south,3,5,1,landslide,1,4,1,2,0.5,1
10.257385,105.427421,Hậu Giang,59,south,3,6,2,flood,0,4,1,1,0.6,3
9.982252,106.306908,Sóc Trăng,60,south,3,2,0,flood,0,4,1,2,0.2,1
9.057114,105.436517,Bạc Liêu,61,south,3,5,1,flood,0,4,1,2,0.5,2
21.357872,102.809914,Điện Biên,5,north,0,7,2,flood,0,3,4,1,0.7,2
11.474893,106.506117,Bình Dương,47,south,3,11,1,landslide,1,3,1,1,0.8,1
16.720237,107.835213,Thừa Thiên Huế,30,central,1,5,1,landslide,1,5,4,5,0.5,2
10.854,106.71946,Tiền Giang,51,south,3,2,0,storm,2,4,1,2,0.1,1
20.508101,106.562597,Thái Bình,21,north,0,4,0,storm,2,4,1,3,0.2,1
20.261418,106.270477,Hà Nam,22,north,0,8,2,flood,0,3,1,2,0.8,2
10.704104,108.14503,Bình Thuận,38,central,1,2,0,storm,2,3,2,3,0.1,1
19.831419,106.261833,Ninh Bình,24,north,0,5,1,storm,2,4,2,2,0.3,1
15.996061,107.512761,Thừa Thiên Huế,30,central,1,9,2,landslide,1,5,4,5,1.0,4
10.517595,105.945611,Tiền Giang,51,south,3,3,0,landslide,1,4,1,2,0.2,1
21.727688,105.026428,Tuyên Quang,13,north,0,10,2,storm,2,3,3,2,1.0,2
9.685519,106.033817,Cần Thơ,58,south,3,12,1,landslide,1,4,1,1,0.4,1
10.825683,107.536547,Đồng Nai,48,south,3,7,2,landslide,1,3,1,2,0.7,1
13.089165,108.903754,Phú Yên,35,central,1,1,0,storm,2,4,2,4,0.2,1
8.893399,105.588188,Cà Mau,62,south,3,5,1,flood,0,4,1,2,0.5,2
21.023298,105.45272,Hòa Bình,8,north,0,3,0,flood,0,3,4,2,0.2,1
18.214024,105.954217,Hà Tĩnh,27,central,1,9,2,landslide,1,5,3,5,1.0,3
14.010809,107.960818,Gia Lai,40,highlands,2,3,0,storm,2,3,3,2,0.1,1
19.509888,104.480211,Nghệ An,26,central,1,9,2,storm,2,5,4,4,0.9,4
19.42546,105.043485,Nghệ An,26,central,1,9,2,landslide,1,5,4,4,1.0,4
22.866484,105.45373,Hà Giang,14,north,0,3,0,flood,0,4,5,1,0.2,1
20.814799,106.432197,Thái Bình,21,north,0,12,1,storm,2,4,1,3,0.4,1
21.249968,105.813611,Hòa Bình,8,north,0,8,2,flood,0,3,4,2,0.8,2
16.211256,107.847379,Thừa Thiên Huế,30,central,1,9,2,storm,2,5,4,5,0.9,4
20.68765,106.183181,Hà Nam,22,north,0,1,0,flood,0,3,1,2,0.3,1
22.187359,103.810614,Lai Châu,7,north,0,1,0,storm,2,4,5,1,0.2,1
10.600292,107.511098,Đồng Nai,48,south,3,2,0,flood,0,3,1,2,0.2,1
10.470467,106.063553,Bến Tre,52,south,3,11,1,flood,0,4,1,2,0.9,3
10.661768,106.770061,Bến Tre,52,south,3,2,0,flood,0,4,1,2,0.2,1
21.838714,105.081045,Yên Bái,4,north,0,4,0,flood,0,4,4,2,0.3,2
20.803851,107.152033,Quảng Ninh,2,north,0,8,2,flood,0,3,2,3,0.8,3
21.293954,105.5326,Hòa Bình,8,north,0,7,2,flood,0,3,4,2,0.7,3
20.425809,106.825643,Thái Bình,21,north,0,6,2,landslide,1,4,1,3,0.6,1
10.569879,106.114889,Long An,50,south,3,12,1,flood,0,4,1,1,0.5,2
21.506027,104.876006,Yên Bái,4,north,0,9,2,storm,2,4,4,2,0.9,1
10.404784,105.764473,Cần Thơ,58,south,3,9,2,landslide,1,4,1,1,1.0,1
13.970443,107.760001,Kon Tum,39,highlands,2,12,1,storm,2,3,4,2,0.4,1
21.125274,103.280615,Điện Biên,5,north,0,12,1,storm,2,3,4,1,0.4,1
9.602939,104.964118,Kiên Giang,57,south,3,6,2,landslide,1,4,1,2,0.6,1
20.449167,106.272148,Hưng Yên,20,north,0,2,0,storm,2,3,1,2,0.1,1
14.684993,107.53496,Kon Tum,39,highlands,2,5,1,storm,2,3,4,2,0.3,1
12.178361,106.379383,Bình Phước,45,south,3,8,2,storm,2,2,2,1,0.7,1
20.840787,106.213477,Bắc Giang,17,north,0,11,1,landslide,1,3,2,2,0.8,2
17.722517,107.026397,Quảng Bình,28,central,1,3,0,storm,2,5,4,5,0.1,1
12.073368,108.607491,Khánh Hòa,36,central,1,2,0,storm,2,4,2,4,0.1,1
10.416103,105.832414,Đồng Tháp,55,south,3,6,2,storm,2,5,1,1,0.5,1
20.161322,106.444649,Nam Định,23,north,0,2,0,landslide,1,4,1,3,0.2,1
13.358428,109.536903,Bình Định,34,central,1,5,1,landslide,1,4,3,4,0.5,2
12.26561,107.70978,Đắk Nông,42,highlands,2,2,0,landslide,1,3,4,2,0.2,1
21.714045,105.590606,Tuyên Quang,13,north,0,2,0,storm,2,3,3,2,0.1,1
16.149147,108.580468,Đà Nẵng,31,central,1,12,1,flood,0,4,2,4,0.5,2
20.15854,105.360565,Thanh Hóa,25,central,1,2,0,landslide,1,5,3,4,0.2,1
21.203625,106.309816,Thái Nguyên,9,north,0,11,1,landslide,1,3,2,2,0.8,2
10.884744,106.02655,Đồng Tháp,55,south,3,5,1,landslide,1,5,1,1,0.5,1
10.14331,104.774274,Kiên Giang,57,south,3,10,2,landslide,1,4,1,2,1.0,1
10.254652,105.926408,Hậu Giang,59,south,3,5,1,landslide,1,4,1,1,0.5,1
21.265733,107.63131,Quảng Ninh,2,north,0,1,0,storm,2,3,2,3,0.2,1
8.867972,106.131998,Bạc Liêu,61,south,3,8,2,landslide,1,4,1,2,0.8,1
13.094507,108.666533,Phú Yên,35,central,1,6,2,flood,0,4,2,4,0.6,2
11.521197,106.625124,Bình Dương,47,south,3,7,2,flood,0,3,1,1,0.7,2
10.329199,105.536443,An Giang,56,south,3,9,2,storm,2,5,1,1,0.9,1
21.262946,105.267057,Yên Bái,4,north,0,9,2,flood,0,4,4,2,1.0,4
10.857362,106.886746,Bà Rịa-Vũng Tàu,49,south,3,9,2,landslide,1,3,1,2,1.0,1
12.629429,108.289295,Đắk Lắk,41,highlands,2,4,0,storm,2,3,3,2,0.2,1
22.98022,106.082529,Cao Bằng,11,north,0,9,2,landslide,1,3,4,2,1.0,4
22.389795,105.605435,Bắc Kạn,12,north,0,1,0,storm,2,3,4,2,0.2,1
15.933303,108.331854,Đà Nẵng,31,central,1,2,0,flood,0,4,2,4,0.2,1
18.666387,106.078648,Hà Tĩnh,27,central,1,10,2,storm,2,5,3,5,1.0,5
12.962794,109.394187,Phú Yên,35,central,1,7,2,flood,0,4,2,4,0.7,2
21.119978,103.827274,Sơn La,6,north,0,4,0,landslide,1,3,5,2,0.3,2
11.008039,105.950917,Long An,50,south,3,2,0,flood,0,4,1,1,0.2,1
20.280621,106.467665,Ninh Bình,24,north,0,7,2,landslide,1,4,2,2,0.7,1
21.812437,105.515896,Phú Thọ,15,north,0,11,1,landslide,1,3,2,2,0.8,2
15.21973,108.510868,Quảng Nam,32,central,1,5,1,storm,2,5,4,5,0.3,1
11.835188,105.664578,Tây Ninh,46,south,3,3,0,flood,0,2,1,1,0.2,1
13.924943,108.41586,Kon Tum,39,highlands,2,12,1,landslide,1,3,4,2,0.4,2
10.618283,106.194509,TP.HCM,44,south,3,11,1,flood,0,4,1,2,0.9,4
15.058007,108.873245,Quảng Ngãi,33,central,1,4,0,storm,2,5,3,4,0.2,1
16.493225,108.358199,Đà Nẵng,31,central,1,2,0,landslide,1,4,2,4,0.2,1
13.995195,109.307271,Bình Định,34,central,1,5,1,landslide,1,4,3,4,0.5,1
10.16166,105.588966,Đồng Tháp,55,south,3,6,2,flood,0,5,1,1,0.6,3
21.964045,102.975282,Lai Châu,7,north,0,2,0,storm,2,4,5,1,0.1,1
10.390915,106.946878,TP.HCM,44,south,3,7,2,storm,2,4,1,2,0.6,2
20.570768,106.0901,Thái Bình,21,north,0,4,0,storm,2,4,1,3,0.2,1
17.011696,106.924196,Quảng Trị,29,central,1,4,0,flood,0,5,4,5,0.3,1
14.390241,107.74016,Kon Tum,39,highlands,2,2,0,storm,2,3,4,2,0.1,1
21.130182,105.532769,Thái Nguyên,9,north,0,12,1,flood,0,3,2,2,0.5,2
22.902056,105.452978,Hà Giang,14,north,0,5,1,flood,0,4,5,1,0.5,2
20.943619,105.276549,Phú Thọ,15,north,0,10,2,flood,0,3,2,2,1.0,3
20.933005,105.090325,Vĩnh Phúc,16,north,0,12,1,landslide,1,2,1,2,0.4,1
21.365178,105.93137,Hà Nội,0,north,0,1,0,storm,2,3,1,2,0.2,1
10.860726,104.985457,An Giang,56,south,3,9,2,storm,2,5,1,1,0.9,1
11.377304,106.899954,Đồng Nai,48,south,3,9,2,flood,0,3,1,2,1.0,3
21.861665,104.418848,Yên Bái,4,north,0,7,2,storm,2,4,4,2,0.6,1
21.122087,105.710732,Vĩnh Phúc,16,north,0,1,0,landslide,1,2,1,2,0.3,1
10.315927,105.596461,An Giang,56,south,3,7,2,storm,2,5,1,1,0.6,1
20.652439,105.983888,Nam Định,23,north,0,3,0,storm,2,4,1,3,0.1,1
20.525279,105.998001,Thái Bình,21,north,0,8,2,storm,2,4,1,3,0.7,2
22.421031,105.918894,Cao Bằng,11,north,0,4,0,flood,0,3,4,2,0.3,1
10.552842,105.999051,Đồng Tháp,55,south,3,7,2,storm,2,5,1,1,0.6,1
11.975308,108.658311,Lâm Đồng,43,highlands,2,2,0,landslide,1,3,4,2,0.2,1
23.220933,104.746657,Hà Giang,14,north,0,8,2,flood,0,4,5,1,0.8,3
16.89959,107.137815,Quảng Trị,29,central,1,9,2,storm,2,5,4,5,0.9,5
10.390933,105.25451,An Giang,56,south,3,12,1,landslide,1,5,1,1,0.4,1
22.337231,105.909972,Bắc Kạn,12,north,0,7,2,landslide,1,3,4,2,0.7,3
21.753014,105.987019,Vĩnh Phúc,16,north,0,11,1,storm,2,2,1,2,0.8,1
13.407606,108.751362,Bình Định,34,central,1,9,2,landslide,1,4,3,4,1.0,3
9.984237,106.356999,Bến Tre,52,south,3,7,2,storm,2,4,1,2,0.6,1
19.329516,106.130636,Thanh Hóa,25,central,1,6,2,flood,0,5,3,4,0.6,3
12.587077,109.322792,Khánh Hòa,36,central,1,12,1,storm,2,4,2,4,0.4,2
17.067633,106.803759,Quảng Trị,29,central,1,9,2,storm,2,5,4,5,0.9,4
20.648325,105.471555,Hòa Bình,8,north,0,8,2,storm,2,3,4,2,0.7,2
13.921863,108.221549,Gia Lai,40,highlands,2,5,1,storm,2,3,3,2,0.3,1
21.817649,105.432378,Phú Thọ,15,north,0,3,0,landslide,1,3,2,2,0.2,1
21.598952,106.068965,Bắc Giang,17,north,0,5,1,storm,2,3,2,2,0.3,1
11.406069,106.83737,Bình Phước,45,south,3,9,2,landslide,1,2,2,1,1.0,2
11.015183,106.106019,Tây Ninh,46,south,3,7,2,storm,2,2,1,1,0.6,1
10.429767,105.939428,Đồng Tháp,55,south,3,4,0,flood,0,5,1,1,0.3,2
22.778287,105.405445,Hà Giang,14,north,0,10,2,storm,2,4,5,1,1.0,1
10.627671,106.107803,Đồng Tháp,55,south,3,12,1,landslide,1,5,1,1,0.4,1
9.470828,106.017409,Bạc Liêu,61,south,3,10,2,landslide,1,4,1,2,1.0,1
20.653689,106.54884,Thái Bình,21,north,0,8,2,storm,2,4,1,3,0.7,2
21.321542,104.82905,Yên Bái,4,north,0,10,2,landslide,1,4,4,2,1.0,4
15.379489,108.908566,Quảng Nam,32,central,1,5,1,storm,2,5,4,5,0.3,2
17.037565,106.969901,Quảng Trị,29,central,1,3,0,flood,0,5,4,5,0.2,1
21.946562,105.222655,Tuyên Quang,13,north,0,1,0,storm,2,3,3,2,0.2,1
22.347493,105.364676,Bắc Kạn,12,north,0,12,1,landslide,1,3,4,2,0.4,1
11.557472,106.411315,Bình Phước,45,south,3,1,0,flood,0,2,2,1,0.3,1
20.837512,104.284315,Sơn La,6,north,0,1,0,landslide,1,3,5,2,0.3,2
20.859868,103.929239,Sơn La,6,north,0,6,2,landslide,1,3,5,2,0.6,3
21.7571,106.079688,Thái Nguyên,9,north,0,10,2,landslide,1,3,2,2,1.0,2
22.308344,106.771936,Lạng Sơn,10,north,0,10,2,flood,0,3,3,2,1.0,3
10.093813,105.282812,Đồng Tháp,55,south,3,7,2,storm,2,5,1,1,0.6,1
21.647247,106.153133,Bắc Ninh,18,north,0,4,0,landslide,1,2,1,2,0.3,1
19.727808,105.268648,Nghệ An,26,central,1,10,2,landslide,1,5,4,4,1.0,4
23.11818,105.876895,Cao Bằng,11,north,0,10,2,flood,0,3,4,2,1.0,3
15.844351,108.115896,Quảng Nam,32,central,1,6,2,landslide,1,5,4,5,0.6,2
11.915138,107.312319,Đắk Nông,42,highlands,2,6,2,flood,0,3,4,2,0.6,2
11.597738,106.552992,Bình Dương,47,south,3,10,2,flood,0,3,1,1,1.0,3
11.461017,106.822473,Bình Dương,47,south,3,6,2,landslide,1,3,1,1,0.6,1
21.59408,106.350077,Bắc Giang,17,north,0,10,2,flood,0,3,2,2,1.0,3
20.359037,105.73521,Ninh Bình,24,north,0,3,0,flood,0,4,2,2,0.2,1
11.725564,105.735027,Tây Ninh,46,south,3,9,2,storm,2,2,1,1,0.9,1
22.157688,103.942503,Lào Cai,3,north,0,6,2,storm,2,4,5,2,0.5,1
16.37819,107.254169,Thừa Thiên Huế,30,central,1,9,2,flood,0,5,4,5,1.0,5
15.081153,108.022174,Quảng Nam,32,central,1,11,1,landslide,1,5,4,5,0.8,3
22.584571,105.627254,Bắc Kạn,12,north,0,2,0,landslide,1,3,4,2,0.2,1
21.729732,106.311522,Bắc Giang,17,north,0,4,0,landslide,1,3,2,2,0.3,1
21.74351,106.242558,Thái Nguyên,9,north,0,7,2,flood,0,3,2,2,0.7,3
19.075545,104.769158,Nghệ An,26,central,1,1,0,flood,0,5,4,4,0.3,1
9.94992,106.127934,Tiền Giang,51,south,3,3,0,storm,2,4,1,2,0.1,1
20.772886,105.48139,Hà Nam,22,north,0,2,0,flood,0,3,1,2,0.2,1
22.309603,105.642312,Bắc Kạn,12,north,0,3,0,landslide,1,3,4,2,0.2,1
10.618699,106.048711,Vĩnh Long,54,south,3,12,1,landslide,1,4,1,1,0.4,1
20.746501,105.954076,Hải Dương,19,north,0,10,2,storm,2,3,1,2,1.0,2
11.883208,109.090538,Khánh Hòa,36,central,1,3,0,landslide,1,4,2,4,0.2,1
11.134817,106.292093,Tây Ninh,46,south,3,7,2,flood,0,2,1,1,0.7,1
20.190194,105.88727,Nam Định,23,north,0,4,0,storm,2,4,1,3,0.2,1
12.502624,108.643586,Đắk Lắk,41,highlands,2,6,2,storm,2,3,3,2,0.5,1
17.090425,106.940939,Quảng Bình,28,central,1,7,2,storm,2,5,4,5,0.6,3
10.537497,106.003316,Cần Thơ,58,south,3,12,1,flood,0,4,1,1,0.5,2
20.36705,107.133447,Hải Phòng,1,north,0,12,1,landslide,1,4,1,3,0.4,1
21.481162,103.792426,Sơn La,6,north,0,12,1,flood,0,3,5,2,0.5,1
14.099414,108.491544,Gia Lai,40,highlands,2,11,1,storm,2,3,3,2,0.8,2
20.981451,104.218061,Sơn La,6,north,0,6,2,storm,2,3,5,2,0.5,1
19.729115,105.356819,Thanh Hóa,25,central,1,3,0,flood,0,5,3,4,0.2,1
22.957883,105.186667,Hà Giang,14,north,0,4,0,flood,0,4,5,1,0.3,1
21.317925,105.358867,Phú Thọ,15,north,0,10,2,storm,2,3,2,2,1.0,2
11.91246,108.758223,Ninh Thuận,37,central,1,2,0,storm,2,3,2,3,0.1,1
8.871135,104.749041,Cà Mau,62,south,3,2,0,flood,0,4,1,2,0.2,1
21.624018,105.676626,Tuyên Quang,13,north,0,1,0,landslide,1,3,3,2,0.3,1
10.673543,106.783931,Đồng Nai,48,south,3,8,2,flood,0,3,1,2,0.8,3
12.080535,107.246485,Đắk Nông,42,highlands,2,2,0,storm,2,3,4,2,0.1,1
21.196077,105.482632,Phú Thọ,15,north,0,8,2,storm,2,3,2,2,0.7,1
9.579519,105.645047,Bạc Liêu,61,south,3,8,2,storm,2,4,1,2,0.7,2
11.621866,109.09473,Ninh Thuận,37,central,1,10,2,storm,2,3,2,3,1.0,3
9.913616,106.09749,Vĩnh Long,54,south,3,1,0,storm,2,4,1,1,0.2,1
20.67384,105.714125,Ninh Bình,24,north,0,1,0,storm,2,4,2,2,0.2,1
13.466977,109.196013,Bình Định,34,central,1,10,2,storm,2,4,3,4,1.0,4
11.04335,106.773629,TP.HCM,44,south,3,6,2,flood,0,4,1,2,0.6,2
