lat,lng,province,province_id,region,region_id,date,month,season,hazard_type,hazard_type_id,base_flood_risk,base_landslide_risk,base_storm_risk,weather_avg_temp,weather_max_temp,weather_min_temp,weather_total_precip_30d,weather_max_daily_precip,weather_avg_wind,weather_max_wind,weather_days_with_rain,weather_days_heavy_rain,risk_level
10.764833,105.325006,Đồng Tháp,55,south,3,2020-02-08,2,0,flood,0,5,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
12.190774,109.375031,Khánh Hòa,36,central,1,2021-06-01,6,2,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
9.833817,105.508593,Vĩnh Long,54,south,3,2021-04-30,4,0,storm,2,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.976949,106.060491,Bến Tre,52,south,3,2020-04-03,4,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
12.642366,107.554883,Đắk Nông,42,highlands,2,2021-10-04,10,2,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
10.506541,106.83687,Tiền Giang,51,south,3,2021-02-01,2,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
17.935711,106.181895,Hà Tĩnh,27,central,1,2020-01-26,1,0,flood,0,5,3,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.384592,106.226128,Bến Tre,52,south,3,2020-01-29,1,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
12.9732,108.051741,Đắk Lắk,41,highlands,2,2023-02-20,2,0,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.279232,106.993957,Quảng Trị,29,central,1,2022-03-16,3,0,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
9.257277,106.002742,Sóc Trăng,60,south,3,2020-04-28,4,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
9.887673,106.137091,Bến Tre,52,south,3,2022-02-26,2,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.873313,106.730414,Quảng Bình,28,central,1,2021-11-04,11,1,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
17.200653,106.130131,Quảng Bình,28,central,1,2021-04-26,4,0,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
22.61878,103.498395,Lào Cai,3,north,0,2020-03-04,3,0,landslide,1,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
9.581443,106.73316,Trà Vinh,53,south,3,2021-09-17,9,2,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.023218,105.244632,Hòa Bình,8,north,0,2021-01-13,1,0,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.641907,107.147991,Quảng Ninh,2,north,0,2022-02-17,2,0,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.712427,106.670082,Bình Phước,45,south,3,2022-04-06,4,0,flood,0,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.246267,105.53253,Cần Thơ,58,south,3,2021-07-31,7,2,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
9.348786,105.16414,Hậu Giang,59,south,3,2020-08-08,8,2,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.707896,108.566433,Bình Thuận,38,central,1,2021-04-22,4,0,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
12.310316,108.415941,Lâm Đồng,43,highlands,2,2023-08-25,8,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
11.525836,108.383011,Bình Thuận,38,central,1,2022-11-05,11,1,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.659267,106.754351,Lạng Sơn,10,north,0,2022-06-15,6,2,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
9.918803,106.995841,Bà Rịa-Vũng Tàu,49,south,3,2023-06-28,6,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.030388,106.316457,Trà Vinh,53,south,3,2020-12-17,12,1,storm,2,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.796673,106.810864,Bình Phước,45,south,3,2023-08-20,8,2,landslide,1,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
12.55509,108.573488,Khánh Hòa,36,central,1,2021-02-18,2,0,flood,0,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.716649,106.130798,Thái Bình,21,north,0,2021-07-14,7,2,flood,0,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
22.188139,103.573622,Lào Cai,3,north,0,2022-11-04,11,1,flood,0,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
11.400172,108.14808,Bình Thuận,38,central,1,2021-09-27,9,2,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
22.74225,106.717851,Cao Bằng,11,north,0,2023-03-04,3,0,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.49089,105.883686,Bến Tre,52,south,3,2022-08-13,8,2,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
11.966713,107.637205,Đắk Nông,42,highlands,2,2020-04-09,4,0,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.598306,106.492825,Hải Phòng,1,north,0,2023-05-10,5,1,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
12.535814,107.816073,Đắk Lắk,41,highlands,2,2022-03-26,3,0,storm,2,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.117121,108.735024,Ninh Thuận,37,central,1,2022-10-22,10,2,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.219165,107.548038,Bà Rịa-Vũng Tàu,49,south,3,2023-03-30,3,0,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
18.498542,105.834991,Hà Tĩnh,27,central,1,2023-10-23,10,2,storm,2,5,3,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
11.541599,106.747627,Bình Phước,45,south,3,2023-01-28,1,0,landslide,1,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
12.584632,109.104788,Khánh Hòa,36,central,1,2020-12-16,12,1,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
15.174106,108.930715,Quảng Nam,32,central,1,2020-01-26,1,0,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.072964,106.763003,Trà Vinh,53,south,3,2022-01-28,1,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.67771,109.033167,Ninh Thuận,37,central,1,2020-04-28,4,0,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
15.290403,108.346709,Quảng Nam,32,central,1,2020-01-22,1,0,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.673325,105.579977,Hòa Bình,8,north,0,2023-11-19,11,1,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.781653,106.4407,Lạng Sơn,10,north,0,2020-08-13,8,2,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
9.802635,106.781266,Bến Tre,52,south,3,2022-11-15,11,1,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
11.255257,106.826774,Đồng Nai,48,south,3,2022-01-15,1,0,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
16.529108,108.214876,Đà Nẵng,31,central,1,2022-08-25,8,2,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
12.235743,107.179124,Bình Phước,45,south,3,2020-01-07,1,0,flood,0,2,2,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.087189,106.278595,Thanh Hóa,25,central,1,2022-10-12,10,2,storm,2,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
20.717842,107.788678,Quảng Ninh,2,north,0,2022-04-05,4,0,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.32259,105.924774,Bến Tre,52,south,3,2020-04-13,4,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.139791,104.212045,Lào Cai,3,north,0,2021-11-14,11,1,landslide,1,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
13.862888,108.278952,Kon Tum,39,highlands,2,2020-11-20,11,1,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
23.18884,105.286611,Hà Giang,14,north,0,2020-12-16,12,1,storm,2,4,5,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.205012,106.700689,Bà Rịa-Vũng Tàu,49,south,3,2020-02-24,2,0,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
16.806136,107.289785,Thừa Thiên Huế,30,central,1,2020-10-28,10,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
19.851984,105.513275,Thanh Hóa,25,central,1,2021-10-25,10,2,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
11.146071,107.575149,Đồng Nai,48,south,3,2021-01-02,1,0,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.43681,106.027352,Cao Bằng,11,north,0,2022-08-27,8,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.228793,103.118328,Điện Biên,5,north,0,2020-09-08,9,2,flood,0,3,4,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.942258,105.434376,Hà Nam,22,north,0,2023-04-26,4,0,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.138306,107.033915,Quảng Ninh,2,north,0,2021-01-07,1,0,storm,2,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.375845,107.755192,Bình Thuận,38,central,1,2022-11-26,11,1,storm,2,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
13.917978,109.708573,Bình Định,34,central,1,2021-04-23,4,0,flood,0,4,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
17.256243,107.187284,Quảng Trị,29,central,1,2021-05-18,5,1,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
22.169253,106.264601,Lạng Sơn,10,north,0,2023-09-22,9,2,flood,0,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
13.236494,109.354744,Phú Yên,35,central,1,2021-05-31,5,1,landslide,1,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.891816,106.259392,Bắc Ninh,18,north,0,2022-08-20,8,2,landslide,1,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.230571,107.418558,Đồng Nai,48,south,3,2021-11-26,11,1,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.293445,108.282871,Quảng Nam,32,central,1,2023-10-13,10,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.906658,106.683248,Long An,50,south,3,2022-07-03,7,2,storm,2,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.123102,106.440354,TP.HCM,44,south,3,2022-09-17,9,2,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
14.190692,108.323761,Kon Tum,39,highlands,2,2020-12-02,12,1,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
12.002336,108.850409,Khánh Hòa,36,central,1,2020-08-10,8,2,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
15.413979,108.315447,Quảng Nam,32,central,1,2022-02-12,2,0,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.484474,108.907443,Quảng Ngãi,33,central,1,2020-04-06,4,0,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.527886,105.724817,Hưng Yên,20,north,0,2021-10-04,10,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.411506,104.948388,Hòa Bình,8,north,0,2020-08-16,8,2,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
18.121705,105.731742,Hà Tĩnh,27,central,1,2023-09-03,9,2,flood,0,5,3,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.358944,105.511178,An Giang,56,south,3,2022-03-17,3,0,landslide,1,5,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.213214,105.682782,Bắc Ninh,18,north,0,2021-05-27,5,1,flood,0,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
18.488009,105.740163,Hà Tĩnh,27,central,1,2022-09-15,9,2,landslide,1,5,3,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
11.082678,106.401099,Bình Dương,47,south,3,2020-08-03,8,2,landslide,1,3,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.283397,105.93644,Hưng Yên,20,north,0,2023-06-15,6,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.334337,106.768036,Bà Rịa-Vũng Tàu,49,south,3,2020-10-28,10,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
21.302583,106.267989,Bắc Ninh,18,north,0,2022-09-10,9,2,landslide,1,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.96789,107.270415,Quảng Ninh,2,north,0,2021-08-12,8,2,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
22.152578,105.64052,Tuyên Quang,13,north,0,2023-02-22,2,0,flood,0,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
14.269445,107.601207,Kon Tum,39,highlands,2,2021-07-12,7,2,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
9.339022,105.621317,Bạc Liêu,61,south,3,2023-03-17,3,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.177212,105.794665,Hưng Yên,20,north,0,2022-07-25,7,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.128655,105.251403,Yên Bái,4,north,0,2020-06-21,6,2,flood,0,4,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.201767,105.409453,Hòa Bình,8,north,0,2023-02-06,2,0,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
17.298765,107.215884,Quảng Trị,29,central,1,2021-01-20,1,0,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.412885,106.499547,Trà Vinh,53,south,3,2020-11-05,11,1,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.697003,106.207902,TP.HCM,44,south,3,2020-01-18,1,0,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
22.085971,106.253128,Bắc Kạn,12,north,0,2021-03-11,3,0,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.979423,105.436275,Hòa Bình,8,north,0,2020-08-31,8,2,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
9.897276,105.927401,Vĩnh Long,54,south,3,2021-03-25,3,0,storm,2,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.363407,105.300056,Vĩnh Phúc,16,north,0,2022-01-12,1,0,landslide,1,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.250644,104.282491,Lào Cai,3,north,0,2020-12-27,12,1,flood,0,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
10.522565,105.911169,Bến Tre,52,south,3,2021-06-11,6,2,storm,2,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
11.610065,109.413333,Ninh Thuận,37,central,1,2022-08-06,8,2,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.61431,106.18083,Đồng Tháp,55,south,3,2020-05-27,5,1,storm,2,5,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
12.608643,108.673093,Khánh Hòa,36,central,1,2021-04-03,4,0,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
9.607688,104.609965,Kiên Giang,57,south,3,2021-07-14,7,2,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.366162,106.657211,Bà Rịa-Vũng Tàu,49,south,3,2021-08-18,8,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.710383,103.77956,Lào Cai,3,north,0,2023-03-21,3,0,flood,0,4,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.740916,106.209357,Long An,50,south,3,2022-11-25,11,1,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.937267,106.267006,Quảng Bình,28,central,1,2021-04-21,4,0,flood,0,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.483432,107.008333,Hải Phòng,1,north,0,2020-04-03,4,0,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.745528,106.186457,Bình Dương,47,south,3,2022-05-24,5,1,flood,0,3,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.698536,105.442799,Hà Nam,22,north,0,2021-08-14,8,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.140244,105.800139,Thanh Hóa,25,central,1,2023-08-18,8,2,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
22.827309,106.53433,Cao Bằng,11,north,0,2021-05-06,5,1,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.875914,106.423104,Bắc Giang,17,north,0,2020-08-27,8,2,storm,2,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.425101,106.28074,Hải Dương,19,north,0,2020-06-12,6,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.309606,106.971512,Bà Rịa-Vũng Tàu,49,south,3,2021-03-13,3,0,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.700232,106.099849,Bắc Ninh,18,north,0,2021-03-16,3,0,storm,2,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
15.660612,108.594305,Đà Nẵng,31,central,1,2020-12-13,12,1,storm,2,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
12.306492,108.58162,Đắk Lắk,41,highlands,2,2021-09-11,9,2,flood,0,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
21.093724,107.533808,Quảng Ninh,2,north,0,2022-08-15,8,2,landslide,1,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.365631,108.410296,Quảng Nam,32,central,1,2023-01-17,1,0,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.716616,106.86431,Quảng Ninh,2,north,0,2022-03-23,3,0,storm,2,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.973183,105.55445,Bắc Kạn,12,north,0,2023-10-05,10,2,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.386408,107.21568,Bà Rịa-Vũng Tàu,49,south,3,2020-09-22,9,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.650898,105.145568,Hòa Bình,8,north,0,2022-12-07,12,1,storm,2,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.01449,106.327955,Tây Ninh,46,south,3,2021-08-03,8,2,flood,0,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.626413,106.119225,Bắc Giang,17,north,0,2022-10-01,10,2,storm,2,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
14.266632,107.774214,Gia Lai,40,highlands,2,2022-02-16,2,0,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
22.289591,105.828517,Cao Bằng,11,north,0,2023-02-02,2,0,landslide,1,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.124072,106.057191,Cần Thơ,58,south,3,2022-12-10,12,1,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
10.172284,105.685137,Hậu Giang,59,south,3,2022-07-22,7,2,flood,0,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
20.063865,106.076384,Ninh Bình,24,north,0,2020-01-25,1,0,flood,0,4,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.521454,108.87862,Quảng Ngãi,33,central,1,2023-08-11,8,2,flood,0,5,3,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.380341,105.962912,Bắc Ninh,18,north,0,2022-08-18,8,2,storm,2,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.830896,106.083239,Đồng Tháp,55,south,3,2022-11-29,11,1,landslide,1,5,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.466356,105.880778,Hải Dương,19,north,0,2020-07-31,7,2,landslide,1,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.226435,105.192347,Hòa Bình,8,north,0,2020-10-11,10,2,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
21.805224,105.585074,Thái Nguyên,9,north,0,2020-11-28,11,1,storm,2,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
9.903652,105.210483,Hậu Giang,59,south,3,2020-10-19,10,2,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
20.76327,105.513593,Hà Nam,22,north,0,2023-05-05,5,1,flood,0,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
11.271883,106.783178,Đồng Nai,48,south,3,2021-02-12,2,0,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
13.986994,107.761444,Gia Lai,40,highlands,2,2023-10-31,10,2,landslide,1,3,3,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
21.46566,103.738049,Sơn La,6,north,0,2020-04-20,4,0,flood,0,3,5,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
13.262213,109.247123,Phú Yên,35,central,1,2021-04-24,4,0,flood,0,4,2,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
9.743012,106.422884,Sóc Trăng,60,south,3,2022-04-15,4,0,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.066378,106.529788,TP.HCM,44,south,3,2022-06-19,6,2,flood,0,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
18.8921,104.467983,Nghệ An,26,central,1,2021-11-21,11,1,flood,0,5,4,4,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
12.003283,107.262484,Đắk Nông,42,highlands,2,2022-01-22,1,0,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
20.16611,105.887568,Nam Định,23,north,0,2021-02-16,2,0,storm,2,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
10.289097,106.23299,Long An,50,south,3,2022-05-29,5,1,landslide,1,4,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
21.22435,106.076795,Thái Nguyên,9,north,0,2020-11-13,11,1,landslide,1,3,2,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
14.251661,107.536517,Kon Tum,39,highlands,2,2021-05-28,5,1,flood,0,3,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,3
20.241501,106.23085,Nam Định,23,north,0,2023-10-08,10,2,flood,0,4,1,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
20.16048,105.925996,Hà Nam,22,north,0,2023-08-01,8,2,storm,2,3,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.028821,107.410532,Quảng Ninh,2,north,0,2021-02-15,2,0,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
21.235769,106.385866,Bắc Ninh,18,north,0,2023-10-23,10,2,flood,0,2,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
11.127727,108.871325,Ninh Thuận,37,central,1,2021-03-16,3,0,flood,0,3,2,3,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,2
15.353758,108.043152,Quảng Nam,32,central,1,2022-06-15,6,2,storm,2,5,4,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
10.155724,106.008269,Trà Vinh,53,south,3,2021-01-14,1,0,storm,2,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.232282,106.426777,Tây Ninh,46,south,3,2023-05-06,5,1,landslide,1,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
10.591818,106.215088,Tiền Giang,51,south,3,2022-12-20,12,1,landslide,1,4,1,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
11.791276,106.157456,Tây Ninh,46,south,3,2022-01-21,1,0,landslide,1,2,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
17.90355,106.007398,Hà Tĩnh,27,central,1,2021-08-28,8,2,flood,0,5,3,5,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,5
21.848334,104.407419,Yên Bái,4,north,0,2023-07-31,7,2,flood,0,4,4,2,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,4
10.948099,106.805512,Bình Dương,47,south,3,2023-05-12,5,1,storm,2,3,1,1,25.0,30.0,20.0,100.0,20.0,10.0,20.0,10,1,1
